order_id,order_date,product_name,supplier_name,region,quantity_ordered,unit_cost,lead_time_days,actual_delivery,is_delayed,warehouse_stock,total_cost,delay_days,actual_delivery_days
ORD-00796,2022-06-15,Mouse,ReliableGoods,North,431,1621.3,10,,True,414,698780.2999999999,10,20
ORD-01775,2022-06-15,Printer,TechCorp India,West,368,1751.52,11,,True,961,644559.36,5,16
ORD-01807,2022-06-15,Monitor,QuickShip Asia,Central,297,1886.18,19,,False,18,560195.46,0,19
ORD-00049,2022-06-16,Printer,ReliableGoods,South,369,1934.14,6,,False,772,713697.66,0,6
ORD-00633,2022-06-16,Speaker,QuickShip Asia,West,101,1049.54,8,,False,701,106003.54,0,8
ORD-01602,2022-06-17,Tablet,QuickShip Asia,South,135,1018.46,16,,False,149,137492.1,0,16
ORD-01326,2022-06-17,Mouse,GlobalParts Ltd,East,423,572.62,8,,False,31,242218.26,0,8
ORD-00607,2022-06-17,Phone,GlobalParts Ltd,North,86,845.37,42,,False,757,72701.82,0,42
ORD-00508,2022-06-17,Monitor,GlobalParts Ltd,North,447,1225.21,42,,False,11,547668.87,0,42
ORD-00995,2022-06-17,Speaker,TechCorp India,West,295,1384.44,6,,False,275,408409.8,0,6
ORD-01468,2022-06-19,Camera,FastSupply Co,West,258,554.08,16,,False,704,142952.64,0,16
ORD-01566,2022-06-19,Laptop,ReliableGoods,South,150,218.57,26,,False,251,32785.5,0,26
ORD-00608,2022-06-19,Keyboard,FastSupply Co,South,238,1339.82,15,,False,35,318877.16,0,15
ORD-01612,2022-06-19,Speaker,QuickShip Asia,South,218,1679.35,9,,False,809,366098.3,0,9
ORD-01451,2022-06-20,Laptop,QuickShip Asia,East,264,732.21,5,,False,379,193303.44,0,5
ORD-00151,2022-06-20,Printer,ReliableGoods,South,428,1270.67,34,,True,286,543846.76,10,44
ORD-00342,2022-06-21,Tablet,FastSupply Co,North,95,143.29,19,,True,418,13612.55,10,29
ORD-00993,2022-06-21,Camera,FastSupply Co,South,170,1474.31,19,,True,818,250632.69999999998,3,22
ORD-01388,2022-06-21,Printer,GlobalParts Ltd,Central,48,1034.51,43,,False,116,49656.479999999996,0,43
ORD-00968,2022-06-22,Printer,ReliableGoods,West,210,1958.38,37,,False,431,411259.80000000005,0,37
ORD-00664,2022-06-22,Monitor,QuickShip Asia,Central,429,1375.47,3,,False,139,590076.63,0,3
ORD-00640,2022-06-22,Headphones,FastSupply Co,South,202,1163.87,5,,False,407,235101.74,0,5
ORD-00605,2022-06-23,Laptop,GlobalParts Ltd,South,111,313.72,19,,False,264,34822.920000000006,0,19
ORD-01208,2022-06-24,Tablet,FastSupply Co,East,413,1694.58,15,,True,971,699861.5399999999,8,23
ORD-00381,2022-06-25,Headphones,GlobalParts Ltd,East,424,129.86,3,,False,689,55060.64000000001,0,3
ORD-01578,2022-06-25,Keyboard,FastSupply Co,North,252,1091.78,29,,False,930,275128.56,0,29
ORD-00729,2022-06-26,Speaker,ReliableGoods,South,328,577.52,37,,False,545,189426.56,0,37
ORD-01170,2022-06-26,Printer,QuickShip Asia,East,224,787.63,15,,False,297,176429.12,0,15
ORD-00561,2022-06-26,Keyboard,ReliableGoods,South,461,859.67,33,,False,582,396307.87,0,33
ORD-01225,2022-06-27,Camera,ReliableGoods,East,454,1456.45,6,,True,120,661228.3,3,9
ORD-00702,2022-06-27,Monitor,QuickShip Asia,Central,396,204.01,34,,False,425,80787.95999999999,0,34
ORD-01056,2022-06-28,Camera,GlobalParts Ltd,West,79,1540.3,36,,False,282,121683.7,0,36
ORD-01162,2022-06-28,Monitor,FastSupply Co,East,141,1994.41,22,,True,116,281211.81,5,27
ORD-00484,2022-06-29,Speaker,TechCorp India,North,117,716.06,24,,False,643,83779.01999999999,0,24
ORD-01166,2022-06-29,Tablet,FastSupply Co,West,290,1781.06,28,,False,561,516507.39999999997,0,28
ORD-00355,2022-06-30,Phone,FastSupply Co,Central,164,1689.23,25,,False,920,277033.72000000003,0,25
ORD-00632,2022-07-01,Keyboard,ReliableGoods,South,70,232.95,39,,False,68,16306.5,0,39
ORD-01137,2022-07-01,Tablet,TechCorp India,East,108,1421.03,34,,True,443,153471.24,1,35
ORD-01250,2022-07-01,Laptop,GlobalParts Ltd,Central,287,1744.79,41,,False,77,500754.73,0,41
ORD-01163,2022-07-01,Laptop,GlobalParts Ltd,West,365,1556.2,33,,True,240,568013.0,5,38
ORD-01452,2022-07-02,Laptop,FastSupply Co,South,101,1273.64,7,,False,834,128637.64000000001,0,7
ORD-00818,2022-07-02,Mouse,TechCorp India,North,498,1649.54,34,,False,131,821470.9199999999,0,34
ORD-00231,2022-07-03,Camera,GlobalParts Ltd,South,20,155.71,30,,False,188,3114.2000000000003,0,30
ORD-00805,2022-07-03,Keyboard,TechCorp India,South,296,1558.91,43,,False,391,461437.36000000004,0,43
ORD-01998,2022-07-03,Tablet,GlobalParts Ltd,Central,385,573.77,14,,False,826,220901.44999999998,0,14
ORD-01995,2022-07-04,Phone,TechCorp India,South,216,512.11,7,,False,13,110615.76000000001,0,7
ORD-00589,2022-07-05,Speaker,GlobalParts Ltd,South,43,968.61,38,,False,526,41650.23,0,38
ORD-01898,2022-07-05,Keyboard,ReliableGoods,South,280,172.79,30,,True,933,48381.2,3,33
ORD-00243,2022-07-06,Phone,FastSupply Co,Central,65,382.01,36,,True,329,24830.649999999998,11,47
ORD-01507,2022-07-06,Tablet,QuickShip Asia,West,319,800.85,23,,False,640,255471.15,0,23
ORD-01350,2022-07-06,Monitor,QuickShip Asia,North,148,52.64,19,,False,648,7790.72,0,19
ORD-00093,2022-07-07,Keyboard,ReliableGoods,South,348,732.12,29,,False,515,254777.76,0,29
ORD-01448,2022-07-07,Headphones,FastSupply Co,West,341,1831.35,42,,False,924,624490.35,0,42
ORD-00454,2022-07-08,Camera,GlobalParts Ltd,East,437,1404.91,41,,False,86,613945.67,0,41
ORD-00039,2022-07-09,Keyboard,GlobalParts Ltd,East,373,1131.91,18,,True,640,422202.43000000005,2,20
ORD-00652,2022-07-09,Phone,ReliableGoods,West,458,1574.29,9,,False,411,721024.82,0,9
ORD-00174,2022-07-09,Monitor,QuickShip Asia,East,172,339.54,9,,False,528,58400.880000000005,0,9
ORD-00405,2022-07-09,Mouse,ReliableGoods,West,239,1625.48,35,,False,325,388489.72000000003,0,35
ORD-00546,2022-07-09,Laptop,QuickShip Asia,North,136,336.44,31,,False,772,45755.84,0,31
ORD-00360,2022-07-10,Tablet,FastSupply Co,North,390,1224.9,13,,False,954,477711.00000000006,0,13
ORD-00654,2022-07-10,Tablet,QuickShip Asia,West,204,983.36,39,,False,369,200605.44,0,39
ORD-01614,2022-07-10,Mouse,GlobalParts Ltd,East,452,1657.15,36,,False,29,749031.8,0,36
ORD-00338,2022-07-11,Laptop,FastSupply Co,Central,118,1658.02,22,,False,706,195646.36,0,22
ORD-00025,2022-07-11,Phone,TechCorp India,North,62,189.88,16,,False,72,11772.56,0,16
ORD-01667,2022-07-11,Mouse,QuickShip Asia,East,233,1950.62,42,,False,934,454494.45999999996,0,42
ORD-00891,2022-07-11,Printer,ReliableGoods,North,470,860.21,43,,True,927,404298.7,13,56
ORD-00539,2022-07-11,Laptop,ReliableGoods,North,286,1373.86,26,,True,263,392923.95999999996,10,36
ORD-01209,2022-07-13,Headphones,ReliableGoods,South,286,447.36,8,,False,457,127944.96,0,8
ORD-00611,2022-07-13,Tablet,ReliableGoods,South,212,615.27,23,,False,258,130437.23999999999,0,23
ORD-01806,2022-07-13,Monitor,TechCorp India,East,362,747.68,9,,False,542,270660.16,0,9
ORD-00963,2022-07-13,Speaker,TechCorp India,East,155,1801.34,41,,True,154,279207.7,4,45
ORD-00312,2022-07-14,Speaker,QuickShip Asia,Central,279,1280.16,7,,True,519,357164.64,14,21
ORD-01564,2022-07-14,Camera,FastSupply Co,East,60,1259.56,24,,True,210,75573.59999999999,9,33
ORD-00826,2022-07-14,Speaker,GlobalParts Ltd,North,424,1132.56,35,,False,756,480205.44,0,35
ORD-00825,2022-07-14,Monitor,TechCorp India,South,308,600.87,13,,False,739,185067.96,0,13
ORD-00526,2022-07-15,Phone,GlobalParts Ltd,Central,180,1511.56,26,,False,188,272080.8,0,26
ORD-01074,2022-07-15,Headphones,QuickShip Asia,Central,37,1437.78,39,,False,703,53197.86,0,39
ORD-01663,2022-07-15,Keyboard,QuickShip Asia,North,330,1619.78,8,,False,419,534527.4,0,8
ORD-00423,2022-07-15,Tablet,QuickShip Asia,West,341,1949.89,12,,False,772,664912.49,0,12
ORD-00237,2022-07-17,Speaker,ReliableGoods,West,227,1635.64,13,,False,855,371290.28,0,13
ORD-01052,2022-07-17,Laptop,FastSupply Co,North,314,1051.72,22,,True,868,330240.08,1,23
ORD-01979,2022-07-17,Laptop,FastSupply Co,West,408,549.37,21,,True,952,224142.96,12,33
ORD-01743,2022-07-18,Headphones,QuickShip Asia,East,333,1139.52,30,,True,313,379460.16,2,32
ORD-01411,2022-07-19,Keyboard,QuickShip Asia,Central,93,1948.87,3,,True,137,181244.91,12,15
ORD-00708,2022-07-20,Mouse,TechCorp India,South,95,1999.5,4,,False,404,189952.5,0,4
ORD-01369,2022-07-20,Laptop,ReliableGoods,East,356,1305.85,14,,False,846,464882.6,0,14
ORD-01297,2022-07-20,Laptop,ReliableGoods,West,440,1615.0,8,,False,846,710600.0,0,8
ORD-00119,2022-07-20,Camera,FastSupply Co,West,235,256.12,6,,True,497,60188.200000000004,5,11
ORD-00241,2022-07-20,Phone,ReliableGoods,East,369,1724.55,22,,False,360,636358.95,0,22
ORD-01145,2022-07-21,Keyboard,FastSupply Co,South,17,175.84,41,,False,989,2989.28,0,41
ORD-00079,2022-07-21,Tablet,ReliableGoods,Central,36,240.82,9,,False,932,8669.52,0,9
ORD-00230,2022-07-22,Keyboard,QuickShip Asia,South,226,235.43,23,,False,505,53207.18,0,23
ORD-00668,2022-07-22,Laptop,GlobalParts Ltd,Central,154,972.01,11,,True,663,149689.54,11,22
ORD-00471,2022-07-23,Camera,QuickShip Asia,North,427,844.4,40,,False,246,360558.8,0,40
ORD-01959,2022-07-23,Laptop,FastSupply Co,West,283,781.99,44,,False,466,221303.17,0,44
ORD-00813,2022-07-24,Tablet,QuickShip Asia,West,210,823.62,42,,True,712,172960.2,9,51
ORD-00065,2022-07-25,Camera,FastSupply Co,North,50,1353.58,38,,True,242,67679.0,1,39
ORD-01984,2022-07-25,Laptop,GlobalParts Ltd,Central,208,158.56,43,,True,915,32980.48,6,49
ORD-01752,2022-07-25,Camera,GlobalParts Ltd,Central,118,539.06,19,,False,51,63609.079999999994,0,19
ORD-00138,2022-07-26,Monitor,QuickShip Asia,North,298,97.2,10,,False,626,28965.600000000002,0,10
ORD-00781,2022-07-26,Phone,GlobalParts Ltd,Central,60,1241.27,3,,False,9,74476.2,0,3
ORD-01873,2022-07-26,Printer,TechCorp India,East,339,1766.48,41,,False,161,598836.72,0,41
ORD-00280,2022-07-27,Headphones,QuickShip Asia,West,242,580.87,25,,False,235,140570.54,0,25
ORD-01836,2022-07-27,Monitor,GlobalParts Ltd,East,489,1268.8,7,,False,656,620443.2,0,7
ORD-01730,2022-07-27,Headphones,ReliableGoods,South,165,561.7,17,,False,222,92680.50000000001,0,17
ORD-01290,2022-07-28,Headphones,GlobalParts Ltd,South,498,1340.3,29,,False,236,667469.4,0,29
ORD-01156,2022-07-29,Laptop,FastSupply Co,South,29,1709.02,38,,False,942,49561.58,0,38
ORD-01675,2022-07-29,Printer,FastSupply Co,East,169,1456.9,32,,False,675,246216.1,0,32
ORD-01113,2022-07-29,Speaker,FastSupply Co,North,275,70.17,20,,True,527,19296.75,2,22
ORD-00905,2022-07-31,Laptop,GlobalParts Ltd,West,172,1427.77,41,,False,895,245576.44,0,41
ORD-00667,2022-08-01,Headphones,QuickShip Asia,West,318,921.2,11,,True,12,292941.60000000003,4,15
ORD-01783,2022-08-02,Headphones,GlobalParts Ltd,South,274,1142.69,16,,False,988,313097.06,0,16
ORD-00853,2022-08-02,Printer,ReliableGoods,Central,163,803.0,11,,False,948,130889.0,0,11
ORD-00011,2022-08-03,Phone,QuickShip Asia,East,184,685.27,42,,False,45,126089.68,0,42
ORD-00595,2022-08-03,Phone,ReliableGoods,West,25,1692.79,29,,False,710,42319.75,0,29
ORD-01191,2022-08-03,Printer,ReliableGoods,South,315,1507.27,11,,True,789,474790.05,4,15
ORD-00876,2022-08-04,Tablet,ReliableGoods,Central,413,260.31,16,,False,601,107508.03,0,16
ORD-01990,2022-08-04,Speaker,GlobalParts Ltd,Central,495,858.24,39,,False,328,424828.8,0,39
ORD-01549,2022-08-04,Printer,GlobalParts Ltd,Central,478,357.77,32,,False,860,171014.06,0,32
ORD-01599,2022-08-04,Laptop,GlobalParts Ltd,South,20,1322.6,11,,True,668,26452.0,2,13
ORD-01082,2022-08-04,Headphones,GlobalParts Ltd,East,113,885.9,29,,False,58,100106.7,0,29
ORD-01403,2022-08-04,Laptop,ReliableGoods,South,479,1024.12,15,,False,820,490553.4799999999,0,15
ORD-00552,2022-08-05,Camera,GlobalParts Ltd,West,234,935.04,28,,False,675,218799.36,0,28
ORD-01378,2022-08-05,Headphones,QuickShip Asia,West,13,556.24,9,,False,155,7231.12,0,9
ORD-00732,2022-08-05,Tablet,ReliableGoods,West,492,1519.87,15,,False,498,747776.0399999999,0,15
ORD-01993,2022-08-05,Monitor,GlobalParts Ltd,East,176,1051.32,4,,False,656,185032.31999999998,0,4
ORD-00092,2022-08-05,Mouse,FastSupply Co,Central,403,1667.91,20,,False,993,672167.73,0,20
ORD-00625,2022-08-05,Speaker,ReliableGoods,South,284,1748.97,28,,False,450,496707.48,0,28
ORD-00472,2022-08-06,Printer,FastSupply Co,East,122,395.95,28,,False,253,48305.9,0,28
ORD-01110,2022-08-06,Camera,QuickShip Asia,West,363,1999.43,19,,True,359,725793.09,14,33
ORD-01532,2022-08-06,Keyboard,ReliableGoods,Central,120,673.07,26,,False,638,80768.40000000001,0,26
ORD-00134,2022-08-06,Speaker,QuickShip Asia,North,489,1180.54,28,,False,128,577284.0599999999,0,28
ORD-00215,2022-08-08,Camera,QuickShip Asia,North,322,1136.99,5,,True,947,366110.78,1,6
ORD-00343,2022-08-08,Printer,QuickShip Asia,North,391,1707.84,44,,False,121,667765.44,0,44
ORD-00642,2022-08-08,Tablet,GlobalParts Ltd,Central,271,586.71,40,,False,118,158998.41,0,40
ORD-00466,2022-08-08,Keyboard,TechCorp India,Central,482,331.93,29,,True,888,159990.26,2,31
ORD-01660,2022-08-10,Camera,TechCorp India,North,382,884.84,3,,False,160,338008.88,0,3
ORD-01213,2022-08-10,Speaker,ReliableGoods,Central,339,1088.74,9,,True,149,369082.86,5,14
ORD-01645,2022-08-11,Headphones,GlobalParts Ltd,South,408,1217.2,25,,False,216,496617.60000000003,0,25
ORD-00485,2022-08-11,Monitor,QuickShip Asia,East,228,1755.48,19,,False,371,400249.44,0,19
ORD-01997,2022-08-11,Mouse,FastSupply Co,South,74,418.3,33,,False,70,30954.2,0,33
ORD-01820,2022-08-11,Monitor,TechCorp India,South,116,1722.44,33,,False,254,199803.04,0,33
ORD-00591,2022-08-11,Printer,GlobalParts Ltd,West,205,511.31,42,,False,289,104818.55,0,42
ORD-00951,2022-08-11,Camera,QuickShip Asia,North,82,55.54,9,,False,626,4554.28,0,9
ORD-01437,2022-08-11,Phone,ReliableGoods,Central,473,1314.63,26,,False,672,621819.9900000001,0,26
ORD-00727,2022-08-12,Keyboard,QuickShip Asia,North,248,851.08,27,,True,479,211067.84,9,36
ORD-01656,2022-08-12,Headphones,FastSupply Co,Central,32,1750.14,11,,True,991,56004.48,6,17
ORD-01637,2022-08-12,Keyboard,GlobalParts Ltd,East,440,168.78,18,,True,148,74263.2,4,22
ORD-01588,2022-08-12,Mouse,ReliableGoods,South,149,1606.63,25,,False,241,239387.87000000002,0,25
ORD-00189,2022-08-13,Tablet,TechCorp India,North,282,118.59,6,,False,79,33442.38,0,6
ORD-00217,2022-08-13,Laptop,ReliableGoods,South,311,1677.14,18,,False,975,521590.54000000004,0,18
ORD-01047,2022-08-13,Keyboard,ReliableGoods,North,171,1914.46,18,,False,148,327372.66000000003,0,18
ORD-01801,2022-08-13,Laptop,FastSupply Co,East,385,650.06,10,,False,531,250273.09999999998,0,10
ORD-00975,2022-08-13,Printer,ReliableGoods,West,473,378.11,31,,False,683,178846.03,0,31
ORD-00175,2022-08-13,Speaker,FastSupply Co,North,58,1130.89,9,,True,203,65591.62000000001,9,18
ORD-01517,2022-08-14,Camera,QuickShip Asia,North,120,101.28,40,,False,368,12153.6,0,40
ORD-01275,2022-08-14,Monitor,GlobalParts Ltd,East,491,1000.78,31,,False,630,491382.98,0,31
ORD-01573,2022-08-14,Headphones,FastSupply Co,North,119,1937.64,34,,True,945,230579.16,1,35
ORD-00329,2022-08-14,Monitor,GlobalParts Ltd,Central,380,1279.37,40,,True,308,486160.6,3,43
ORD-01531,2022-08-14,Keyboard,FastSupply Co,South,492,1633.36,6,,False,177,803613.12,0,6
ORD-00294,2022-08-15,Printer,ReliableGoods,East,123,1509.39,5,,False,30,185654.97,0,5
ORD-00671,2022-08-15,Laptop,GlobalParts Ltd,West,11,900.68,43,,False,863,9907.48,0,43
ORD-01683,2022-08-15,Laptop,FastSupply Co,East,246,259.24,40,,False,247,63773.04,0,40
ORD-01351,2022-08-15,Mouse,ReliableGoods,West,285,1019.32,28,,False,155,290506.2,0,28
ORD-01081,2022-08-16,Phone,QuickShip Asia,Central,316,395.39,36,,False,950,124943.23999999999,0,36
ORD-00914,2022-08-16,Monitor,FastSupply Co,Central,421,1878.6,17,,False,132,790890.6,0,17
ORD-01386,2022-08-17,Keyboard,TechCorp India,West,115,1133.62,4,,False,14,130366.29999999999,0,4
ORD-00949,2022-08-17,Phone,FastSupply Co,South,58,1155.67,43,,False,580,67028.86,0,43
ORD-00669,2022-08-17,Phone,ReliableGoods,South,95,1304.97,11,,True,427,123972.15000000001,8,19
ORD-00782,2022-08-17,Keyboard,GlobalParts Ltd,North,225,787.5,19,,False,493,177187.5,0,19
ORD-01020,2022-08-17,Laptop,FastSupply Co,South,496,172.31,14,,False,716,85465.76,0,14
ORD-01234,2022-08-17,Laptop,TechCorp India,North,284,667.18,3,,False,142,189479.12,0,3
ORD-01931,2022-08-17,Tablet,QuickShip Asia,Central,178,423.41,44,,True,392,75366.98000000001,2,46
ORD-00603,2022-08-18,Speaker,QuickShip Asia,North,28,1681.28,24,,False,685,47075.84,0,24
ORD-00323,2022-08-18,Keyboard,QuickShip Asia,North,319,1428.1,39,,True,751,455563.89999999997,7,46
ORD-00149,2022-08-19,Keyboard,GlobalParts Ltd,West,385,1394.8,4,,True,302,536998.0,8,12
ORD-00898,2022-08-19,Monitor,FastSupply Co,Central,203,1573.45,25,,False,954,319410.35000000003,0,25
ORD-00173,2022-08-19,Tablet,FastSupply Co,North,244,1323.62,28,,False,311,322963.27999999997,0,28
ORD-01065,2022-08-19,Camera,ReliableGoods,East,173,1863.22,15,,False,52,322337.06,0,15
ORD-00115,2022-08-19,Monitor,ReliableGoods,North,267,1476.78,34,,False,398,394300.26,0,34
ORD-01924,2022-08-19,Printer,FastSupply Co,West,491,1262.56,38,,False,847,619916.96,0,38
ORD-00677,2022-08-21,Monitor,ReliableGoods,North,158,256.31,34,,False,355,40496.98,0,34
ORD-01655,2022-08-21,Phone,QuickShip Asia,South,485,1086.4,28,,False,881,526904.0,0,28
ORD-00842,2022-08-21,Camera,GlobalParts Ltd,South,408,499.17,25,,False,580,203661.36000000002,0,25
ORD-00565,2022-08-21,Headphones,TechCorp India,North,150,756.89,6,,False,124,113533.5,0,6
ORD-01642,2022-08-21,Printer,FastSupply Co,East,161,390.57,36,,False,425,62881.77,0,36
ORD-00910,2022-08-21,Speaker,ReliableGoods,Central,195,1165.51,34,,False,482,227274.45,0,34
ORD-00197,2022-08-21,Headphones,GlobalParts Ltd,South,18,1533.18,30,,False,843,27597.24,0,30
ORD-00277,2022-08-21,Mouse,ReliableGoods,South,99,584.38,32,,False,465,57853.62,0,32
ORD-00190,2022-08-22,Headphones,QuickShip Asia,North,170,1828.05,26,,False,305,310768.5,0,26
ORD-01299,2022-08-23,Keyboard,GlobalParts Ltd,West,279,275.26,33,,False,993,76797.54,0,33
ORD-00596,2022-08-23,Printer,ReliableGoods,South,432,495.52,16,,False,669,214064.63999999998,0,16
ORD-00776,2022-08-24,Printer,QuickShip Asia,South,162,466.46,34,,True,576,75566.51999999999,13,47
ORD-01755,2022-08-24,Mouse,GlobalParts Ltd,West,309,1140.41,19,,False,642,352386.69,0,19
ORD-01008,2022-08-24,Printer,QuickShip Asia,Central,470,303.55,12,,False,563,142668.5,0,12
ORD-00452,2022-08-25,Phone,FastSupply Co,East,132,115.41,11,,False,521,15234.119999999999,0,11
ORD-01294,2022-08-25,Phone,FastSupply Co,South,364,1209.92,33,,False,832,440410.88,0,33
ORD-01903,2022-08-25,Monitor,ReliableGoods,West,65,1645.71,5,,False,848,106971.15000000001,0,5
ORD-00728,2022-08-27,Camera,FastSupply Co,Central,124,85.82,12,,False,304,10641.679999999998,0,12
ORD-01484,2022-08-27,Phone,ReliableGoods,Central,42,1955.98,16,,False,519,82151.16,0,16
ORD-01233,2022-08-27,Camera,ReliableGoods,East,154,868.05,23,,False,995,133679.69999999998,0,23
ORD-00854,2022-08-27,Phone,GlobalParts Ltd,Central,336,1911.07,28,,False,395,642119.52,0,28
ORD-00144,2022-08-29,Camera,ReliableGoods,South,273,1141.99,40,,False,774,311763.27,0,40
ORD-00055,2022-08-30,Monitor,TechCorp India,Central,464,190.36,23,,True,159,88327.04000000001,7,30
ORD-01989,2022-08-30,Tablet,GlobalParts Ltd,West,174,296.64,3,,False,875,51615.36,0,3
ORD-01665,2022-08-30,Monitor,QuickShip Asia,South,393,1669.84,28,,False,94,656247.12,0,28
ORD-01799,2022-08-30,Phone,TechCorp India,North,172,1983.81,41,,True,663,341215.32,14,55
ORD-00720,2022-08-30,Printer,QuickShip Asia,East,86,506.31,11,,True,987,43542.66,9,20
ORD-01526,2022-08-31,Camera,TechCorp India,West,92,711.37,43,,False,623,65446.04,0,43
ORD-00157,2022-08-31,Printer,TechCorp India,West,93,1016.6,44,,False,458,94543.8,0,44
ORD-00946,2022-08-31,Laptop,TechCorp India,South,31,1527.58,4,,False,506,47354.979999999996,0,4
ORD-01850,2022-08-31,Keyboard,TechCorp India,Central,60,1554.56,16,,False,604,93273.59999999999,0,16
ORD-01151,2022-09-01,Monitor,ReliableGoods,East,207,668.15,43,,False,234,138307.05,0,43
ORD-01364,2022-09-01,Headphones,QuickShip Asia,South,56,1810.61,13,,True,115,101394.15999999999,4,17
ORD-00043,2022-09-01,Phone,QuickShip Asia,Central,259,175.29,39,,True,121,45400.11,4,43
ORD-01480,2022-09-02,Camera,FastSupply Co,Central,348,878.12,43,,False,683,305585.76,0,43
ORD-01899,2022-09-03,Printer,TechCorp India,East,17,1676.56,27,,False,850,28501.52,0,27
ORD-00380,2022-09-03,Monitor,GlobalParts Ltd,South,99,1174.92,21,,False,697,116317.08,0,21
ORD-00228,2022-09-04,Phone,GlobalParts Ltd,East,186,1111.16,27,,True,140,206675.76,9,36
ORD-00458,2022-09-04,Camera,FastSupply Co,East,387,985.06,43,,True,145,381218.22,12,55
ORD-00850,2022-09-06,Headphones,QuickShip Asia,West,93,532.75,18,,False,411,49545.75,0,18
ORD-00795,2022-09-06,Headphones,TechCorp India,West,213,1501.05,4,,False,914,319723.64999999997,0,4
ORD-01890,2022-09-07,Mouse,GlobalParts Ltd,North,198,1880.58,4,,True,844,372354.83999999997,4,8
ORD-01426,2022-09-07,Phone,GlobalParts Ltd,Central,218,1024.43,22,,False,371,223325.74000000002,0,22
ORD-00769,2022-09-07,Headphones,GlobalParts Ltd,South,143,1459.74,24,,True,848,208742.82,3,27
ORD-01969,2022-09-08,Camera,ReliableGoods,North,40,1590.28,24,,True,725,63611.2,6,30
ORD-01831,2022-09-08,Headphones,QuickShip Asia,Central,219,1504.44,24,,False,608,329472.36,0,24
ORD-00721,2022-09-08,Mouse,TechCorp India,East,420,214.56,32,,False,624,90115.2,0,32
ORD-01471,2022-09-08,Monitor,TechCorp India,Central,84,1381.32,30,,True,445,116030.87999999999,7,37
ORD-01577,2022-09-08,Mouse,FastSupply Co,West,429,801.57,32,,False,525,343873.53,0,32
ORD-01991,2022-09-08,Printer,ReliableGoods,South,231,78.88,8,,False,876,18221.28,0,8
ORD-00629,2022-09-09,Mouse,TechCorp India,South,122,807.83,14,,False,499,98555.26000000001,0,14
ORD-00085,2022-09-09,Phone,FastSupply Co,South,264,1985.9,3,,True,222,524277.60000000003,5,8
ORD-00865,2022-09-10,Keyboard,ReliableGoods,East,395,695.48,18,,True,175,274714.60000000003,9,27
ORD-00516,2022-09-10,Keyboard,FastSupply Co,West,329,1079.28,31,,False,171,355083.12,0,31
ORD-00602,2022-09-10,Speaker,GlobalParts Ltd,East,133,537.66,20,,False,206,71508.78,0,20
ORD-00361,2022-09-10,Keyboard,FastSupply Co,South,378,626.85,11,,False,708,236949.30000000002,0,11
ORD-00031,2022-09-10,Laptop,TechCorp India,South,373,148.39,16,,False,156,55349.469999999994,0,16
ORD-00713,2022-09-10,Phone,TechCorp India,West,55,1964.72,40,,True,823,108059.6,2,42
ORD-01101,2022-09-11,Tablet,ReliableGoods,South,413,1926.49,19,,False,929,795640.37,0,19
ORD-00271,2022-09-11,Camera,FastSupply Co,South,137,1456.26,3,,False,524,199507.62,0,3
ORD-00293,2022-09-11,Phone,FastSupply Co,North,102,864.92,20,,False,81,88221.84,0,20
ORD-00479,2022-09-11,Laptop,QuickShip Asia,South,403,952.24,5,,False,558,383752.72000000003,0,5
ORD-01073,2022-09-11,Headphones,GlobalParts Ltd,North,94,1109.9,21,,False,828,104330.6,0,21
ORD-01274,2022-09-13,Mouse,GlobalParts Ltd,North,191,260.19,24,,True,796,49696.29,11,35
ORD-00716,2022-09-13,Camera,TechCorp India,North,150,101.01,37,,False,86,15151.5,0,37
ORD-00363,2022-09-13,Phone,TechCorp India,West,132,1689.18,11,,False,553,222971.76,0,11
ORD-01722,2022-09-14,Camera,GlobalParts Ltd,Central,40,1235.03,37,,False,78,49401.2,0,37
ORD-01948,2022-09-14,Printer,ReliableGoods,Central,374,348.43,25,,False,910,130312.82,0,25
ORD-00862,2022-09-14,Printer,TechCorp India,East,385,1583.64,34,,False,922,609701.4,0,34
ORD-00493,2022-09-15,Keyboard,FastSupply Co,South,169,1621.42,13,,False,192,274019.98000000004,0,13
ORD-01632,2022-09-15,Headphones,FastSupply Co,North,195,1879.81,15,,False,242,366562.95,0,15
ORD-00685,2022-09-16,Monitor,GlobalParts Ltd,South,477,917.96,9,,False,20,437866.92000000004,0,9
ORD-00987,2022-09-16,Camera,TechCorp India,West,227,1823.0,16,,True,994,413821.0,11,27
ORD-00181,2022-09-16,Tablet,TechCorp India,Central,228,471.45,23,,True,510,107490.59999999999,8,31
ORD-01534,2022-09-16,Camera,QuickShip Asia,West,384,899.9,38,,False,851,345561.6,0,38
ORD-01087,2022-09-18,Mouse,GlobalParts Ltd,Central,136,381.48,44,,True,301,51881.28,14,58
ORD-01273,2022-09-18,Headphones,ReliableGoods,West,425,1339.65,10,,False,897,569351.25,0,10
ORD-00991,2022-09-18,Laptop,QuickShip Asia,South,454,689.74,11,,True,621,313141.96,6,17
ORD-01932,2022-09-18,Monitor,ReliableGoods,South,365,376.24,22,,True,963,137327.6,13,35
ORD-01571,2022-09-18,Camera,FastSupply Co,Central,436,1273.27,18,,False,952,555145.72,0,18
ORD-01598,2022-09-19,Mouse,ReliableGoods,West,290,1984.87,43,,False,423,575612.2999999999,0,43
