product_name,category,region_name,supplier_name,reliability,year,month,month_name,quarter,quantity_ordered,total_cost,lead_time_days,actual_delivery_days,delay_days,is_delayed,warehouse_stock
Speaker,Audio,Central,Fastsupply Co,Medium,2022,4,April,2,275,125999.5,24,24,0,0,420
Printer,Imaging,South,Fastsupply Co,Medium,2022,4,April,2,141,280924.17,40,40,0,0,849
Speaker,Audio,Central,Fastsupply Co,Medium,2022,4,April,2,304,22565.92,16,29,13,1,316
Keyboard,Accessories,East,Techcorp India,Low,2022,4,April,2,195,162436.95,30,30,0,0,613
Speaker,Audio,South,Fastsupply Co,Medium,2022,4,April,2,320,392633.6,29,29,0,0,476
Printer,Imaging,West,Quickship Asia,Medium,2022,4,April,2,171,162578.25,25,25,0,0,402
Laptop,Computing,South,Quickship Asia,Medium,2022,4,April,2,473,760825.23,25,25,0,0,902
Headphones,Audio,South,Fastsupply Co,Medium,2022,4,April,2,307,501819.13,26,26,0,0,817
Printer,Imaging,West,Fastsupply Co,Medium,2022,4,April,2,163,41649.76,22,22,0,0,368
Keyboard,Accessories,East,Fastsupply Co,Medium,2022,4,April,2,24,20653.68,27,27,0,0,755
Camera,Imaging,South,Quickship Asia,Medium,2022,4,April,2,62,102632.94,27,27,0,0,94
Laptop,Computing,West,Quickship Asia,Medium,2022,4,April,2,202,30881.76,9,9,0,0,655
Keyboard,Accessories,East,Reliablegoods,Medium,2022,4,April,2,346,513104.16,15,15,0,0,957
Keyboard,Accessories,South,Quickship Asia,Medium,2022,4,April,2,125,70503.75,16,16,0,0,529
Speaker,Audio,West,Techcorp India,Low,2022,4,April,2,362,133592.48,38,44,6,1,397
Tablet,Mobile,West,Globalparts Ltd,Medium,2022,4,April,2,131,252962.31,29,29,0,0,658
Camera,Imaging,Central,Techcorp India,Low,2022,4,April,2,26,51345.06,13,13,0,0,31
Printer,Imaging,East,Techcorp India,Low,2022,4,April,2,464,864288.16,3,3,0,0,869
Monitor,Computing,West,Reliablegoods,Medium,2022,4,April,2,152,286754.08,11,11,0,0,176
Speaker,Audio,North,Techcorp India,Low,2022,4,April,2,165,278188.35,10,10,0,0,148
Phone,Mobile,South,Fastsupply Co,Medium,2022,4,April,2,145,225411.2,37,37,0,0,466
Phone,Mobile,South,Quickship Asia,Medium,2022,4,April,2,241,409610.83,6,6,0,0,114
Mouse,Accessories,West,Techcorp India,Low,2022,4,April,2,16,3285.28,5,19,14,1,642
Camera,Imaging,North,Reliablegoods,Medium,2022,4,April,2,54,43257.78,16,16,0,0,990
Mouse,Accessories,South,Quickship Asia,Medium,2022,4,April,2,111,74436.6,21,21,0,0,998
Camera,Imaging,North,Fastsupply Co,Medium,2022,4,April,2,284,223891.4,15,29,14,1,350
Tablet,Mobile,Central,Quickship Asia,Medium,2022,4,April,2,244,31944.48,36,36,0,0,349
Laptop,Computing,West,Reliablegoods,Medium,2022,4,April,2,130,88193.3,32,32,0,0,837
Headphones,Audio,East,Quickship Asia,Medium,2022,4,April,2,463,724849.65,11,18,7,1,508
Phone,Mobile,West,Fastsupply Co,Medium,2022,4,April,2,484,439680.12,25,37,12,1,687
Speaker,Audio,West,Globalparts Ltd,Medium,2022,4,April,2,478,296642.02,17,19,2,1,28
Monitor,Computing,East,Quickship Asia,Medium,2022,4,April,2,69,6178.95,7,7,0,0,519
Keyboard,Accessories,West,Reliablegoods,Medium,2022,4,April,2,424,659311.52,11,11,0,0,29
Laptop,Computing,East,Techcorp India,Low,2022,4,April,2,114,95977.74,14,14,0,0,479
Mouse,Accessories,South,Quickship Asia,Medium,2022,4,April,2,21,14279.79,20,20,0,0,616
Mouse,Accessories,East,Reliablegoods,Medium,2022,4,April,2,48,43494.24,35,35,0,0,998
Keyboard,Accessories,North,Globalparts Ltd,Medium,2022,4,April,2,232,378865.28,17,17,0,0,861
Headphones,Audio,East,Quickship Asia,Medium,2022,4,April,2,117,144496.17,39,39,0,0,644
Camera,Imaging,Central,Techcorp India,Low,2022,4,April,2,250,348507.5,43,43,0,0,29
Monitor,Computing,South,Techcorp India,Low,2022,4,April,2,323,601600.42,23,36,13,1,760
Tablet,Mobile,Central,Reliablegoods,Medium,2022,4,April,2,307,271520.01,15,15,0,0,673
Keyboard,Accessories,South,Techcorp India,Low,2022,4,April,2,280,205780.4,3,3,0,0,36
Monitor,Computing,Central,Fastsupply Co,Medium,2022,4,April,2,490,624955.8,32,32,0,0,142
Headphones,Audio,South,Fastsupply Co,Medium,2022,4,April,2,122,172825.2,22,22,0,0,545
Phone,Mobile,West,Reliablegoods,Medium,2022,4,April,2,342,648681.66,16,16,0,0,749
Speaker,Audio,West,Globalparts Ltd,Medium,2022,4,April,2,239,406488.81,42,42,0,0,30
Keyboard,Accessories,North,Techcorp India,Low,2022,4,April,2,63,62129.34,26,29,3,1,261
Monitor,Computing,North,Globalparts Ltd,Medium,2022,4,April,2,24,10909.68,5,5,0,0,217
Tablet,Mobile,North,Reliablegoods,Medium,2022,4,April,2,172,341595.44,15,15,0,0,730
Camera,Imaging,North,Fastsupply Co,Medium,2022,4,April,2,320,22144.0,21,21,0,0,619
Mouse,Accessories,South,Globalparts Ltd,Medium,2022,4,April,2,294,67014.36,6,6,0,0,648
Headphones,Audio,Central,Quickship Asia,Medium,2022,4,April,2,35,49899.5,20,20,0,0,406
Printer,Imaging,East,Globalparts Ltd,Medium,2022,4,April,2,51,74350.86,22,26,4,1,573
Printer,Imaging,South,Globalparts Ltd,Medium,2022,4,April,2,293,563907.8,26,26,0,0,747
Camera,Imaging,East,Reliablegoods,Medium,2022,4,April,2,275,541277.0,14,14,0,0,965
Phone,Mobile,West,Techcorp India,Low,2022,4,April,2,281,548548.53,19,19,0,0,367
Phone,Mobile,North,Fastsupply Co,Medium,2022,4,April,2,453,758987.91,33,33,0,0,521
Keyboard,Accessories,South,Reliablegoods,Medium,2022,4,April,2,322,446591.46,17,17,0,0,492
Tablet,Mobile,North,Globalparts Ltd,Medium,2022,4,April,2,230,188873.7,17,22,5,1,415
Speaker,Audio,Central,Techcorp India,Low,2022,4,April,2,150,186205.5,31,31,0,0,17
Speaker,Audio,South,Reliablegoods,Medium,2022,4,April,2,489,408456.81,17,17,0,0,543
Mouse,Accessories,Central,Techcorp India,Low,2022,4,April,2,187,286078.21,17,26,9,1,764
Tablet,Mobile,South,Fastsupply Co,Medium,2022,4,April,2,374,504877.56,24,37,13,1,350
Keyboard,Accessories,South,Globalparts Ltd,Medium,2022,4,April,2,103,65193.85,12,12,0,0,51
Keyboard,Accessories,Central,Fastsupply Co,Medium,2022,4,April,2,202,299265.02,27,27,0,0,726
Laptop,Computing,Central,Quickship Asia,Medium,2022,4,April,2,189,349895.7,12,12,0,0,511
Tablet,Mobile,South,Quickship Asia,Medium,2022,4,April,2,371,601468.91,35,35,0,0,640
Laptop,Computing,South,Quickship Asia,Medium,2022,4,April,2,271,457323.34,18,18,0,0,982
Camera,Imaging,Central,Quickship Asia,Medium,2022,4,April,2,296,482959.52,5,5,0,0,890
Keyboard,Accessories,South,Quickship Asia,Medium,2022,4,April,2,227,348065.91,8,20,12,1,730
Headphones,Audio,South,Quickship Asia,Medium,2022,4,April,2,324,190233.36,4,4,0,0,233
Speaker,Audio,South,Reliablegoods,Medium,2022,4,April,2,388,563387.64,12,12,0,0,806
Tablet,Mobile,West,Techcorp India,Low,2022,4,April,2,249,271698.84,4,4,0,0,765
Laptop,Computing,South,Quickship Asia,Medium,2022,4,April,2,248,132915.6,19,22,3,1,121
Camera,Imaging,West,Fastsupply Co,Medium,2022,4,April,2,443,312802.3,3,3,0,0,111
Laptop,Computing,Central,Globalparts Ltd,Medium,2022,4,April,2,383,689495.75,23,28,5,1,190
Phone,Mobile,North,Fastsupply Co,Medium,2022,4,April,2,213,385966.65,41,41,0,0,33
Camera,Imaging,West,Quickship Asia,Medium,2022,4,April,2,54,51937.2,25,25,0,0,925
Mouse,Accessories,South,Techcorp India,Low,2022,4,April,2,451,480594.62,32,37,5,1,603
Monitor,Computing,South,Globalparts Ltd,Medium,2022,4,April,2,393,34155.63,6,8,2,1,127
Speaker,Audio,Central,Techcorp India,Low,2022,4,April,2,470,172682.7,5,5,0,0,570
Camera,Imaging,East,Reliablegoods,Medium,2022,4,April,2,447,667040.22,29,29,0,0,839
Tablet,Mobile,East,Globalparts Ltd,Medium,2022,4,April,2,22,15642.88,31,31,0,0,896
Camera,Imaging,South,Reliablegoods,Medium,2022,4,April,2,84,51300.48,7,9,2,1,445
Phone,Mobile,South,Techcorp India,Low,2022,4,April,2,301,304040.1,35,43,8,1,49
Speaker,Audio,Central,Fastsupply Co,Medium,2022,4,April,2,201,206917.44,23,23,0,0,864
Laptop,Computing,East,Globalparts Ltd,Medium,2022,5,May,2,269,98410.96,29,29,0,0,493
Headphones,Audio,West,Reliablegoods,Medium,2022,5,May,2,52,79967.68,31,31,0,0,309
Headphones,Audio,East,Techcorp India,Low,2022,5,May,2,112,207615.52,29,31,2,1,299
Laptop,Computing,Central,Fastsupply Co,Medium,2022,5,May,2,284,303667.0,4,4,0,0,804
Printer,Imaging,North,Quickship Asia,Medium,2022,5,May,2,234,276831.36,14,14,0,0,490
Tablet,Mobile,North,Techcorp India,Low,2022,5,May,2,281,509604.74,22,25,3,1,389
Mouse,Accessories,Central,Fastsupply Co,Medium,2022,5,May,2,455,666429.4,22,22,0,0,157
Monitor,Computing,South,Reliablegoods,Medium,2022,5,May,2,205,291253.75,8,19,11,1,445
Headphones,Audio,South,Reliablegoods,Medium,2022,5,May,2,394,552423.46,8,8,0,0,752
Keyboard,Accessories,West,Reliablegoods,Medium,2022,5,May,2,191,80260.11,28,28,0,0,648
Monitor,Computing,West,Techcorp India,Low,2022,5,May,2,100,169004.0,28,28,0,0,752
Headphones,Audio,East,Reliablegoods,Medium,2022,5,May,2,247,336115.13,28,28,0,0,306
Headphones,Audio,East,Techcorp India,Low,2022,5,May,2,137,257451.77,30,37,7,1,633
Laptop,Computing,Central,Quickship Asia,Medium,2022,5,May,2,234,442889.46,39,40,1,1,911
Camera,Imaging,North,Techcorp India,Low,2022,5,May,2,87,21667.35,17,30,13,1,696
Printer,Imaging,South,Techcorp India,Low,2022,5,May,2,280,273926.8,25,25,0,0,779
Keyboard,Accessories,West,Globalparts Ltd,Medium,2022,5,May,2,285,330762.45,4,4,0,0,645
Phone,Mobile,Central,Reliablegoods,Medium,2022,5,May,2,430,260773.5,20,20,0,0,595
Printer,Imaging,South,Fastsupply Co,Medium,2022,5,May,2,486,61333.2,5,5,0,0,929
Tablet,Mobile,East,Globalparts Ltd,Medium,2022,5,May,2,460,618746.0,26,26,0,0,578
Phone,Mobile,North,Quickship Asia,Medium,2022,5,May,2,267,20388.12,18,18,0,0,869
Keyboard,Accessories,North,Globalparts Ltd,Medium,2022,5,May,2,486,853654.14,11,11,0,0,749
Laptop,Computing,East,Globalparts Ltd,Medium,2022,5,May,2,475,139455.25,17,17,0,0,412
Keyboard,Accessories,East,Quickship Asia,Medium,2022,5,May,2,57,63543.6,17,17,0,0,309
Camera,Imaging,East,Globalparts Ltd,Medium,2022,5,May,2,378,266682.78,9,9,0,0,171
Camera,Imaging,South,Reliablegoods,Medium,2022,5,May,2,245,382971.75,21,21,0,0,539
Headphones,Audio,East,Fastsupply Co,Medium,2022,5,May,2,347,328268.94,27,27,0,0,109
Laptop,Computing,Central,Globalparts Ltd,Medium,2022,5,May,2,363,290076.93,18,19,1,1,337
Speaker,Audio,South,Reliablegoods,Medium,2022,5,May,2,419,820389.43,32,32,0,0,803
Mouse,Accessories,East,Quickship Asia,Medium,2022,5,May,2,433,399879.83,17,17,0,0,458
Printer,Imaging,North,Techcorp India,Low,2022,5,May,2,92,110031.08,43,43,0,0,181
Camera,Imaging,Central,Reliablegoods,Medium,2022,5,May,2,492,196617.96,7,16,9,1,131
Mouse,Accessories,Central,Globalparts Ltd,Medium,2022,5,May,2,195,175437.6,18,18,0,0,306
Printer,Imaging,Central,Fastsupply Co,Medium,2022,5,May,2,89,15358.73,24,28,4,1,194
Camera,Imaging,Central,Fastsupply Co,Medium,2022,5,May,2,492,688357.2,30,30,0,0,15
Keyboard,Accessories,Central,Fastsupply Co,Medium,2022,5,May,2,38,11662.2,9,9,0,0,338
Laptop,Computing,Central,Reliablegoods,Medium,2022,5,May,2,301,550137.7,28,28,0,0,7
Mouse,Accessories,Central,Techcorp India,Low,2022,5,May,2,99,102553.11,27,27,0,0,507
Tablet,Mobile,West,Techcorp India,Low,2022,5,May,2,352,353731.84,42,50,8,1,17
Speaker,Audio,Central,Reliablegoods,Medium,2022,5,May,2,484,106852.68,6,15,9,1,905
Tablet,Mobile,West,Reliablegoods,Medium,2022,5,May,2,211,222311.71,8,8,0,0,884
Laptop,Computing,North,Techcorp India,Low,2022,5,May,2,377,39852.67,30,41,11,1,194
Laptop,Computing,West,Quickship Asia,Medium,2022,5,May,2,12,23974.2,32,32,0,0,437
Speaker,Audio,East,Fastsupply Co,Medium,2022,5,May,2,19,7455.98,18,18,0,0,455
Monitor,Computing,South,Globalparts Ltd,Medium,2022,5,May,2,203,198582.72,41,41,0,0,564
Tablet,Mobile,West,Globalparts Ltd,Medium,2022,5,May,2,402,295043.88,12,12,0,0,927
Speaker,Audio,South,Techcorp India,Low,2022,5,May,2,61,80663.35,41,41,0,0,151
Keyboard,Accessories,South,Fastsupply Co,Medium,2022,5,May,2,116,159342.24,40,40,0,0,58
Monitor,Computing,South,Quickship Asia,Medium,2022,5,May,2,346,316032.94,38,38,0,0,206
Tablet,Mobile,North,Globalparts Ltd,Medium,2022,5,May,2,394,604726.96,19,19,0,0,758
Laptop,Computing,South,Techcorp India,Low,2022,5,May,2,111,51732.66,20,20,0,0,11
Phone,Mobile,Central,Reliablegoods,Medium,2022,5,May,2,166,235135.68,16,16,0,0,743
Laptop,Computing,South,Quickship Asia,Medium,2022,5,May,2,441,83807.64,19,19,0,0,785
Monitor,Computing,North,Fastsupply Co,Medium,2022,5,May,2,240,406665.6,38,38,0,0,331
Mouse,Accessories,East,Reliablegoods,Medium,2022,5,May,2,70,103700.8,24,24,0,0,422
Headphones,Audio,West,Techcorp India,Low,2022,5,May,2,494,116169.04,41,41,0,0,715
Headphones,Audio,South,Fastsupply Co,Medium,2022,5,May,2,233,66120.74,22,22,0,0,761
Printer,Imaging,South,Reliablegoods,Medium,2022,5,May,2,421,796216.25,20,20,0,0,282
Keyboard,Accessories,West,Globalparts Ltd,Medium,2022,5,May,2,114,121489.8,41,41,0,0,987
Mouse,Accessories,Central,Techcorp India,Low,2022,5,May,2,496,879576.64,24,24,0,0,747
Keyboard,Accessories,Central,Reliablegoods,Medium,2022,5,May,2,40,4789.6,16,16,0,0,427
Headphones,Audio,South,Reliablegoods,Medium,2022,5,May,2,405,459930.15,16,16,0,0,148
Printer,Imaging,South,Reliablegoods,Medium,2022,5,May,2,175,225860.25,10,10,0,0,670
Tablet,Mobile,South,Fastsupply Co,Medium,2022,5,May,2,67,67147.4,35,35,0,0,116
Laptop,Computing,East,Fastsupply Co,Medium,2022,5,May,2,384,640849.92,6,19,13,1,941
Monitor,Computing,West,Reliablegoods,Medium,2022,5,May,2,88,155395.68,34,34,0,0,147
Printer,Imaging,West,Quickship Asia,Medium,2022,5,May,2,84,150907.68,27,36,9,1,868
Headphones,Audio,East,Globalparts Ltd,Medium,2022,5,May,2,260,258190.4,12,12,0,0,298
Mouse,Accessories,North,Reliablegoods,Medium,2022,5,May,2,235,170003.7,34,34,0,0,753
Mouse,Accessories,Central,Quickship Asia,Medium,2022,5,May,2,118,141730.98,34,34,0,0,126
Monitor,Computing,Central,Techcorp India,Low,2022,5,May,2,332,244494.76,6,6,0,0,54
Tablet,Mobile,West,Techcorp India,Low,2022,5,May,2,304,306504.96,15,15,0,0,66
Camera,Imaging,North,Reliablegoods,Medium,2022,5,May,2,255,251789.55,37,37,0,0,54
Laptop,Computing,North,Quickship Asia,Medium,2022,5,May,2,178,98101.14,35,36,1,1,38
Monitor,Computing,North,Globalparts Ltd,Medium,2022,5,May,2,329,55775.37,15,15,0,0,820
Tablet,Mobile,East,Globalparts Ltd,Medium,2022,5,May,2,158,56608.24,15,15,0,0,963
Tablet,Mobile,North,Quickship Asia,Medium,2022,5,May,2,493,136501.84,4,4,0,0,262
Mouse,Accessories,West,Quickship Asia,Medium,2022,5,May,2,189,196064.82,16,16,0,0,78
Tablet,Mobile,North,Quickship Asia,Medium,2022,5,May,2,433,379264.7,16,16,0,0,431
Speaker,Audio,Central,Quickship Asia,Medium,2022,5,May,2,424,824451.04,38,38,0,0,168
Tablet,Mobile,East,Techcorp India,Low,2022,5,May,2,359,516913.33,17,17,0,0,779
Headphones,Audio,East,Quickship Asia,Medium,2022,5,May,2,494,611379.34,19,19,0,0,952
Tablet,Mobile,West,Fastsupply Co,Medium,2022,5,May,2,199,264297.87,29,33,4,1,883
Speaker,Audio,Central,Globalparts Ltd,Medium,2022,5,May,2,258,68328.72,28,37,9,1,788
Camera,Imaging,Central,Techcorp India,Low,2022,5,May,2,435,607764.6,10,10,0,0,791
Laptop,Computing,West,Techcorp India,Low,2022,5,May,2,406,664439.3,15,15,0,0,451
Laptop,Computing,Central,Quickship Asia,Medium,2022,5,May,2,31,12789.67,27,27,0,0,4
Keyboard,Accessories,East,Quickship Asia,Medium,2022,6,June,2,108,58529.52,24,24,0,0,332
Mouse,Accessories,North,Reliablegoods,Medium,2022,6,June,2,448,152243.84,39,39,0,0,198
Headphones,Audio,North,Techcorp India,Low,2022,6,June,2,295,231159.05,22,22,0,0,165
Monitor,Computing,South,Quickship Asia,Medium,2022,6,June,2,456,59457.84,4,4,0,0,419
Headphones,Audio,South,Fastsupply Co,Medium,2022,6,June,2,232,284733.6,15,26,11,1,369
Tablet,Mobile,Central,Globalparts Ltd,Medium,2022,6,June,2,330,184473.3,36,36,0,0,102
Tablet,Mobile,South,Quickship Asia,Medium,2022,6,June,2,442,442552.5,13,13,0,0,198
Camera,Imaging,South,Globalparts Ltd,Medium,2022,6,June,2,327,75003.99,17,20,3,1,618
Tablet,Mobile,North,Globalparts Ltd,Medium,2022,6,June,2,302,175283.82,44,44,0,0,958
Laptop,Computing,Central,Reliablegoods,Medium,2022,6,June,2,222,55353.48,4,4,0,0,315
Printer,Imaging,West,Reliablegoods,Medium,2022,6,June,2,47,64768.35,24,24,0,0,586
Laptop,Computing,Central,Fastsupply Co,Medium,2022,6,June,2,133,161356.93,8,8,0,0,883
Phone,Mobile,East,Fastsupply Co,Medium,2022,6,June,2,83,130930.01,29,29,0,0,467
Phone,Mobile,East,Reliablegoods,Medium,2022,6,June,2,238,365491.84,23,23,0,0,190
Tablet,Mobile,South,Globalparts Ltd,Medium,2022,6,June,2,254,51661.06,24,36,12,1,80
Mouse,Accessories,South,Globalparts Ltd,Medium,2022,6,June,2,347,244256.77,18,18,0,0,677
Phone,Mobile,Central,Techcorp India,Low,2022,6,June,2,366,460486.56,7,7,0,0,531
Camera,Imaging,South,Reliablegoods,Medium,2022,6,June,2,110,90956.8,35,35,0,0,77
Keyboard,Accessories,South,Quickship Asia,Medium,2022,6,June,2,447,376767.36,29,29,0,0,228
Mouse,Accessories,Central,Quickship Asia,Medium,2022,6,June,2,401,800111.29,15,15,0,0,910
Keyboard,Accessories,Central,Techcorp India,Low,2022,6,June,2,120,142888.8,27,27,0,0,180
Camera,Imaging,South,Reliablegoods,Medium,2022,6,June,2,298,18341.9,3,10,7,1,193
Camera,Imaging,North,Quickship Asia,Medium,2022,6,June,2,473,126026.12,38,43,5,1,242
Phone,Mobile,East,Quickship Asia,Medium,2022,6,June,2,18,18192.78,40,40,0,0,770
Camera,Imaging,North,Quickship Asia,Medium,2022,6,June,2,276,216911.16,12,12,0,0,56
Camera,Imaging,West,Reliablegoods,Medium,2022,6,June,2,446,531141.4,41,41,0,0,525
Monitor,Computing,Central,Quickship Asia,Medium,2022,6,June,2,71,112839.59,6,6,0,0,280
Mouse,Accessories,North,Fastsupply Co,Medium,2022,6,June,2,280,290320.8,32,32,0,0,470
Tablet,Mobile,West,Reliablegoods,Medium,2022,6,June,2,215,328315.75,42,42,0,0,107
Phone,Mobile,South,Reliablegoods,Medium,2022,6,June,2,479,720650.71,7,7,0,0,905
Tablet,Mobile,East,Techcorp India,Low,2022,6,June,2,149,81607.3,42,42,0,0,226
Laptop,Computing,East,Quickship Asia,Medium,2022,6,June,2,495,441337.05,10,10,0,0,58
Tablet,Mobile,South,Globalparts Ltd,Medium,2022,6,June,2,73,130086.73,16,16,0,0,969
Laptop,Computing,West,Fastsupply Co,Medium,2022,6,June,2,345,176246.7,19,19,0,0,789
Keyboard,Accessories,Central,Reliablegoods,Medium,2022,6,June,2,114,43097.7,40,40,0,0,604
Speaker,Audio,North,Globalparts Ltd,Medium,2022,6,June,2,168,39710.16,12,19,7,1,854
Printer,Imaging,North,Reliablegoods,Medium,2022,6,June,2,47,6730.87,3,10,7,1,65
Headphones,Audio,North,Fastsupply Co,Medium,2022,6,June,2,203,279421.38,13,21,8,1,776
Phone,Mobile,West,Fastsupply Co,Medium,2022,6,June,2,42,43097.46,19,19,0,0,105
Printer,Imaging,Central,Globalparts Ltd,Medium,2022,6,June,2,275,385825.0,24,24,0,0,963
Keyboard,Accessories,West,Techcorp India,Low,2022,6,June,2,51,90633.12,29,29,0,0,880
Mouse,Accessories,West,Techcorp India,Low,2022,6,June,2,65,6072.95,18,19,1,1,535
Tablet,Mobile,West,Globalparts Ltd,Medium,2022,6,June,2,52,27096.68,34,34,0,0,903
Camera,Imaging,Central,Techcorp India,Low,2022,6,June,2,70,58410.8,38,46,8,1,923
Mouse,Accessories,North,Reliablegoods,Medium,2022,6,June,2,431,698780.3,10,20,10,1,414
Printer,Imaging,West,Techcorp India,Low,2022,6,June,2,368,644559.36,11,16,5,1,961
Monitor,Computing,Central,Quickship Asia,Medium,2022,6,June,2,297,560195.46,19,19,0,0,18
Printer,Imaging,South,Reliablegoods,Medium,2022,6,June,2,369,713697.66,6,6,0,0,772
Speaker,Audio,West,Quickship Asia,Medium,2022,6,June,2,101,106003.54,8,8,0,0,701
Tablet,Mobile,South,Quickship Asia,Medium,2022,6,June,2,135,137492.1,16,16,0,0,149
Mouse,Accessories,East,Globalparts Ltd,Medium,2022,6,June,2,423,242218.26,8,8,0,0,31
Phone,Mobile,North,Globalparts Ltd,Medium,2022,6,June,2,86,72701.82,42,42,0,0,757
Monitor,Computing,North,Globalparts Ltd,Medium,2022,6,June,2,447,547668.87,42,42,0,0,11
Speaker,Audio,West,Techcorp India,Low,2022,6,June,2,295,408409.8,6,6,0,0,275
Camera,Imaging,West,Fastsupply Co,Medium,2022,6,June,2,258,142952.64,16,16,0,0,704
Laptop,Computing,South,Reliablegoods,Medium,2022,6,June,2,150,32785.5,26,26,0,0,251
Keyboard,Accessories,South,Fastsupply Co,Medium,2022,6,June,2,238,318877.16,15,15,0,0,35
Speaker,Audio,South,Quickship Asia,Medium,2022,6,June,2,218,366098.3,9,9,0,0,809
Laptop,Computing,East,Quickship Asia,Medium,2022,6,June,2,264,193303.44,5,5,0,0,379
Printer,Imaging,South,Reliablegoods,Medium,2022,6,June,2,428,543846.76,34,44,10,1,286
Tablet,Mobile,North,Fastsupply Co,Medium,2022,6,June,2,95,13612.55,19,29,10,1,418
Camera,Imaging,South,Fastsupply Co,Medium,2022,6,June,2,170,250632.7,19,22,3,1,818
Printer,Imaging,Central,Globalparts Ltd,Medium,2022,6,June,2,48,49656.48,43,43,0,0,116
Printer,Imaging,West,Reliablegoods,Medium,2022,6,June,2,210,411259.8,37,37,0,0,431
Monitor,Computing,Central,Quickship Asia,Medium,2022,6,June,2,429,590076.63,3,3,0,0,139
Headphones,Audio,South,Fastsupply Co,Medium,2022,6,June,2,202,235101.74,5,5,0,0,407
Laptop,Computing,South,Globalparts Ltd,Medium,2022,6,June,2,111,34822.92,19,19,0,0,264
Tablet,Mobile,East,Fastsupply Co,Medium,2022,6,June,2,413,699861.54,15,23,8,1,971
Headphones,Audio,East,Globalparts Ltd,Medium,2022,6,June,2,424,55060.64,3,3,0,0,689
Keyboard,Accessories,North,Fastsupply Co,Medium,2022,6,June,2,252,275128.56,29,29,0,0,930
Speaker,Audio,South,Reliablegoods,Medium,2022,6,June,2,328,189426.56,37,37,0,0,545
Printer,Imaging,East,Quickship Asia,Medium,2022,6,June,2,224,176429.12,15,15,0,0,297
Keyboard,Accessories,South,Reliablegoods,Medium,2022,6,June,2,461,396307.87,33,33,0,0,582
Camera,Imaging,East,Reliablegoods,Medium,2022,6,June,2,454,661228.3,6,9,3,1,120
Monitor,Computing,Central,Quickship Asia,Medium,2022,6,June,2,396,80787.96,34,34,0,0,425
Camera,Imaging,West,Globalparts Ltd,Medium,2022,6,June,2,79,121683.7,36,36,0,0,282
Monitor,Computing,East,Fastsupply Co,Medium,2022,6,June,2,141,281211.81,22,27,5,1,116
Speaker,Audio,North,Techcorp India,Low,2022,6,June,2,117,83779.02,24,24,0,0,643
Tablet,Mobile,West,Fastsupply Co,Medium,2022,6,June,2,290,516507.4,28,28,0,0,561
Phone,Mobile,Central,Fastsupply Co,Medium,2022,6,June,2,164,277033.72,25,25,0,0,920
Keyboard,Accessories,South,Reliablegoods,Medium,2022,7,July,3,70,16306.5,39,39,0,0,68
Tablet,Mobile,East,Techcorp India,Low,2022,7,July,3,108,153471.24,34,35,1,1,443
Laptop,Computing,Central,Globalparts Ltd,Medium,2022,7,July,3,287,500754.73,41,41,0,0,77
Laptop,Computing,West,Globalparts Ltd,Medium,2022,7,July,3,365,568013.0,33,38,5,1,240
Laptop,Computing,South,Fastsupply Co,Medium,2022,7,July,3,101,128637.64,7,7,0,0,834
Mouse,Accessories,North,Techcorp India,Low,2022,7,July,3,498,821470.92,34,34,0,0,131
Camera,Imaging,South,Globalparts Ltd,Medium,2022,7,July,3,20,3114.2,30,30,0,0,188
Keyboard,Accessories,South,Techcorp India,Low,2022,7,July,3,296,461437.36,43,43,0,0,391
Tablet,Mobile,Central,Globalparts Ltd,Medium,2022,7,July,3,385,220901.45,14,14,0,0,826
Phone,Mobile,South,Techcorp India,Low,2022,7,July,3,216,110615.76,7,7,0,0,13
Speaker,Audio,South,Globalparts Ltd,Medium,2022,7,July,3,43,41650.23,38,38,0,0,526
Keyboard,Accessories,South,Reliablegoods,Medium,2022,7,July,3,280,48381.2,30,33,3,1,933
Phone,Mobile,Central,Fastsupply Co,Medium,2022,7,July,3,65,24830.65,36,47,11,1,329
Tablet,Mobile,West,Quickship Asia,Medium,2022,7,July,3,319,255471.15,23,23,0,0,640
Monitor,Computing,North,Quickship Asia,Medium,2022,7,July,3,148,7790.72,19,19,0,0,648
Keyboard,Accessories,South,Reliablegoods,Medium,2022,7,July,3,348,254777.76,29,29,0,0,515
Headphones,Audio,West,Fastsupply Co,Medium,2022,7,July,3,341,624490.35,42,42,0,0,924
Camera,Imaging,East,Globalparts Ltd,Medium,2022,7,July,3,437,613945.67,41,41,0,0,86
Keyboard,Accessories,East,Globalparts Ltd,Medium,2022,7,July,3,373,422202.43,18,20,2,1,640
Phone,Mobile,West,Reliablegoods,Medium,2022,7,July,3,458,721024.82,9,9,0,0,411
Monitor,Computing,East,Quickship Asia,Medium,2022,7,July,3,172,58400.88,9,9,0,0,528
Mouse,Accessories,West,Reliablegoods,Medium,2022,7,July,3,239,388489.72,35,35,0,0,325
Laptop,Computing,North,Quickship Asia,Medium,2022,7,July,3,136,45755.84,31,31,0,0,772
Tablet,Mobile,North,Fastsupply Co,Medium,2022,7,July,3,390,477711.0,13,13,0,0,954
Tablet,Mobile,West,Quickship Asia,Medium,2022,7,July,3,204,200605.44,39,39,0,0,369
Mouse,Accessories,East,Globalparts Ltd,Medium,2022,7,July,3,452,749031.8,36,36,0,0,29
