order_id,date_id,product_id,supplier_id,region_id,quantity_ordered,unit_cost,total_cost,lead_time_days,actual_delivery_days,delay_days,is_delayed,warehouse_stock
ORD-01552,20220430,10,2,2,22,711.04,15642.88,31,31,0,0,896
ORD-01245,20220430,1,4,4,84,610.72,51300.48,7,9,2,1,445
ORD-00285,20220430,7,5,4,301,1010.1,304040.1,35,43,8,1,49
ORD-01674,20220430,9,1,1,201,1029.44,206917.44,23,23,0,0,864
ORD-01956,20220501,4,2,2,269,365.84,98410.96,29,29,0,0,493
ORD-00852,20220501,2,4,5,52,1537.84,79967.68,31,31,0,0,309
ORD-00009,20220502,2,5,2,112,1853.71,207615.52,29,31,2,1,299
ORD-01851,20220502,4,1,1,284,1069.25,303667.0,4,4,0,0,804
ORD-01810,20220502,8,3,3,234,1183.04,276831.36,14,14,0,0,490
ORD-00695,20220502,10,5,3,281,1813.54,509604.74,22,25,3,1,389
ORD-00232,20220503,6,1,1,455,1464.68,666429.4,22,22,0,0,157
ORD-01574,20220504,5,4,4,205,1420.75,291253.75,8,19,11,1,445
ORD-00242,20220504,2,4,4,394,1402.09,552423.46,8,8,0,0,752
ORD-00406,20220505,3,4,5,191,420.21,80260.11,28,28,0,0,648
ORD-01992,20220506,5,5,5,100,1690.04,169004.0,28,28,0,0,752
ORD-00901,20220506,2,4,2,247,1360.79,336115.13,28,28,0,0,306
ORD-00814,20220506,2,5,2,137,1879.21,257451.77,30,37,7,1,633
ORD-00638,20220506,4,3,1,234,1892.69,442889.46,39,40,1,1,911
ORD-01842,20220507,1,5,3,87,249.05,21667.35,17,30,13,1,696
ORD-01121,20220507,8,5,4,280,978.31,273926.8,25,25,0,0,779
ORD-00440,20220507,3,2,5,285,1160.57,330762.45,4,4,0,0,645
ORD-01287,20220508,7,4,1,430,606.45,260773.5,20,20,0,0,595
ORD-00365,20220508,8,1,4,486,126.2,61333.2,5,5,0,0,929
ORD-01310,20220508,10,2,2,460,1345.1,618746.0,26,26,0,0,578
ORD-00102,20220509,7,3,3,267,76.36,20388.12,18,18,0,0,869
ORD-01705,20220510,3,2,3,486,1756.49,853654.14,11,11,0,0,749
ORD-01092,20220510,4,2,2,475,293.59,139455.25,17,17,0,0,412
ORD-01926,20220510,3,3,2,57,1114.8,63543.6,17,17,0,0,309
ORD-00221,20220510,1,2,2,378,705.51,266682.78,9,9,0,0,171
ORD-01337,20220510,1,4,4,245,1563.15,382971.75,21,21,0,0,539
ORD-01450,20220511,2,1,2,347,946.02,328268.94,27,27,0,0,109
ORD-00281,20220511,4,2,1,363,799.11,290076.93,18,19,1,1,337
ORD-01384,20220511,9,4,4,419,1957.97,820389.43,32,32,0,0,803
ORD-00018,20220511,6,3,2,433,923.51,399879.83,17,17,0,0,458
ORD-00045,20220511,8,5,3,92,1195.99,110031.08,43,43,0,0,181
ORD-01030,20220512,1,4,1,492,399.63,196617.96,7,16,9,1,131
ORD-00627,20220512,6,2,1,195,899.68,175437.6,18,18,0,0,306
ORD-01120,20220513,8,1,1,89,172.57,15358.73,24,28,4,1,194
ORD-01619,20220513,1,1,1,492,1399.1,688357.2,30,30,0,0,15
ORD-00593,20220513,3,1,1,38,306.9,11662.2,9,9,0,0,338
ORD-00803,20220513,4,4,1,301,1827.7,550137.7,28,28,0,0,7
ORD-01949,20220513,6,5,1,99,1035.89,102553.11,27,27,0,0,507
ORD-01103,20220514,10,5,5,352,1004.92,353731.84,42,50,8,1,17
ORD-00659,20220514,9,4,1,484,220.77,106852.68,6,15,9,1,905
ORD-00118,20220515,10,4,5,211,1053.61,222311.71,8,8,0,0,884
ORD-00311,20220515,4,5,3,377,105.71,39852.67,30,41,11,1,194
ORD-01431,20220517,4,3,5,12,1997.85,23974.2,32,32,0,0,437
ORD-01144,20220517,9,1,2,19,392.42,7455.98,18,18,0,0,455
ORD-01012,20220517,5,2,4,203,978.24,198582.72,41,41,0,0,564
ORD-00945,20220517,10,2,5,402,733.94,295043.88,12,12,0,0,927
ORD-00804,20220518,9,5,4,61,1322.35,80663.35,41,41,0,0,151
ORD-00106,20220519,3,1,4,116,1373.64,159342.24,40,40,0,0,58
ORD-00985,20220519,5,3,4,346,913.39,316032.94,38,38,0,0,206
ORD-00978,20220520,10,2,3,394,1534.84,604726.96,19,19,0,0,758
ORD-01506,20220520,4,5,4,111,466.06,51732.66,20,20,0,0,11
ORD-01472,20220521,7,4,1,166,1416.48,235135.68,16,16,0,0,743
ORD-01190,20220521,4,3,4,441,190.04,83807.64,19,19,0,0,785
ORD-01111,20220521,5,1,3,240,1694.44,406665.6,38,38,0,0,331
ORD-01494,20220522,6,4,2,70,1481.44,103700.8,24,24,0,0,422
ORD-00680,20220523,2,5,5,494,235.16,116169.04,41,41,0,0,715
ORD-00397,20220523,2,1,4,233,283.78,66120.74,22,22,0,0,761
ORD-01811,20220523,8,4,4,421,1891.25,796216.25,20,20,0,0,282
ORD-01044,20220523,3,2,5,114,1065.7,121489.8,41,41,0,0,987
ORD-00239,20220524,6,5,1,496,1773.34,879576.64,24,24,0,0,747
ORD-00583,20220524,3,4,1,40,119.74,4789.6,16,16,0,0,427
ORD-00574,20220524,2,4,4,405,1135.63,459930.15,16,16,0,0,148
ORD-01202,20220524,8,4,4,175,1290.63,225860.25,10,10,0,0,670
ORD-00265,20220524,10,1,4,67,1002.2,67147.4,35,35,0,0,116
ORD-01046,20220525,4,1,2,384,1668.88,640849.92,6,19,13,1,941
ORD-00707,20220525,5,4,5,88,1765.86,155395.68,34,34,0,0,147
ORD-00903,20220525,8,3,5,84,1796.52,150907.68,27,36,9,1,868
ORD-01548,20220525,2,2,2,260,993.04,258190.4,12,12,0,0,298
ORD-00752,20220525,6,4,3,235,723.42,170003.7,34,34,0,0,753
ORD-01927,20220525,6,3,1,118,1201.11,141730.98,34,34,0,0,126
ORD-00726,20220526,5,5,1,332,736.43,244494.76,6,6,0,0,54
ORD-00912,20220526,10,5,5,304,1008.24,306504.96,15,15,0,0,66
ORD-01498,20220526,1,4,3,255,987.41,251789.55,37,37,0,0,54
ORD-01309,20220526,4,3,3,178,551.13,98101.14,35,36,1,1,38
ORD-01600,20220527,5,2,3,329,169.53,55775.37,15,15,0,0,820
ORD-01852,20220527,10,2,2,158,358.28,56608.24,15,15,0,0,963
ORD-01257,20220527,10,3,3,493,276.88,136501.84,4,4,0,0,262
ORD-00251,20220527,6,3,5,189,1037.38,196064.82,16,16,0,0,78
ORD-01362,20220528,10,3,3,433,875.9,379264.7,16,16,0,0,431
ORD-00252,20220528,9,3,1,424,1944.46,824451.04,38,38,0,0,168
ORD-01181,20220528,10,5,2,359,1439.87,516913.33,17,17,0,0,779
ORD-00665,20220529,2,3,2,494,1237.61,611379.34,19,19,0,0,952
ORD-01344,20220529,10,1,5,199,1328.13,264297.87,29,33,4,1,883
ORD-00407,20220530,9,2,1,258,264.84,68328.72,28,37,9,1,788
ORD-01255,20220531,1,5,1,435,1397.16,607764.6,10,10,0,0,791
ORD-00582,20220531,4,5,5,406,1636.55,664439.3,15,15,0,0,451
ORD-00260,20220531,4,3,1,31,412.57,12789.67,27,27,0,0,4
ORD-01884,20220601,3,3,2,108,541.94,58529.52,24,24,0,0,332
ORD-00283,20220601,6,4,3,448,339.83,152243.84,39,39,0,0,198
ORD-01446,20220601,2,5,3,295,783.59,231159.05,22,22,0,0,165
ORD-01751,20220602,5,3,4,456,130.39,59457.84,4,4,0,0,419
ORD-00299,20220602,2,1,4,232,1227.3,284733.6,15,26,11,1,369
ORD-01518,20220602,10,2,1,330,559.01,184473.3,36,36,0,0,102
ORD-01317,20220602,10,3,4,442,1001.25,442552.5,13,13,0,0,198
ORD-00460,20220603,1,2,4,327,229.37,75003.99,17,20,3,1,618
ORD-00768,20220603,10,2,3,302,580.41,175283.82,44,44,0,0,958
ORD-01370,20220603,4,4,1,222,249.34,55353.48,4,4,0,0,315
ORD-00375,20220604,8,4,5,47,1378.05,64768.35,24,24,0,0,586
ORD-01965,20220605,4,1,1,133,1213.21,161356.93,8,8,0,0,883
ORD-01175,20220605,7,1,2,83,1577.47,130930.01,29,29,0,0,467
ORD-01703,20220606,7,4,2,238,1535.68,365491.84,23,23,0,0,190
ORD-01067,20220606,10,2,4,254,203.39,51661.06,24,36,12,1,80
ORD-01088,20220606,6,2,4,347,703.91,244256.77,18,18,0,0,677
ORD-00097,20220606,7,5,1,366,1258.16,460486.56,7,7,0,0,531
ORD-01085,20220606,1,4,4,110,826.88,90956.8,35,35,0,0,77
ORD-01283,20220607,3,3,4,447,842.88,376767.36,29,29,0,0,228
ORD-00344,20220607,6,3,1,401,1995.29,800111.29,15,15,0,0,910
ORD-01877,20220608,3,5,1,120,1190.74,142888.8,27,27,0,0,180
ORD-01445,20220608,1,4,4,298,61.55,18341.9,3,10,7,1,193
ORD-01080,20220608,1,3,3,473,266.44,126026.12,38,43,5,1,242
ORD-01551,20220609,7,3,2,18,1010.71,18192.78,40,40,0,0,770
ORD-00495,20220609,1,3,3,276,785.91,216911.16,12,12,0,0,56
ORD-00155,20220609,1,4,5,446,1190.9,531141.4,41,41,0,0,525
ORD-00275,20220609,5,3,1,71,1589.29,112839.59,6,6,0,0,280
ORD-01461,20220610,6,1,3,280,1036.86,290320.8,32,32,0,0,470
ORD-01982,20220610,10,4,5,215,1527.05,328315.75,42,42,0,0,107
ORD-01169,20220610,7,4,4,479,1504.49,720650.71,7,7,0,0,905
ORD-00305,20220610,10,5,2,149,547.7,81607.3,42,42,0,0,226
ORD-00027,20220610,4,3,2,495,891.59,441337.05,10,10,0,0,58
ORD-00362,20220610,10,2,4,73,1782.01,130086.73,16,16,0,0,969
ORD-00078,20220611,4,1,5,345,510.86,176246.7,19,19,0,0,789
ORD-01725,20220611,3,4,1,114,378.05,43097.7,40,40,0,0,604
ORD-01220,20220611,9,2,3,168,236.37,39710.16,12,19,7,1,854
ORD-01930,20220612,8,4,3,47,143.21,6730.87,3,10,7,1,65
ORD-00594,20220612,2,1,3,203,1376.46,279421.38,13,21,8,1,776
ORD-00302,20220612,7,1,5,42,1026.13,43097.46,19,19,0,0,105
ORD-01726,20220612,8,2,1,275,1403.0,385825.0,24,24,0,0,963
ORD-01024,20220614,3,5,5,51,1777.12,90633.12,29,29,0,0,880
ORD-01249,20220614,6,5,5,65,93.43,6072.95,18,19,1,1,535
ORD-01960,20220614,10,2,5,52,521.09,27096.68,34,34,0,0,903
ORD-00614,20220614,1,5,1,70,834.44,58410.8,38,46,8,1,923
ORD-00796,20220615,6,4,3,431,1621.3,698780.3,10,20,10,1,414
ORD-01775,20220615,8,5,5,368,1751.52,644559.36,11,16,5,1,961
ORD-01807,20220615,5,3,1,297,1886.18,560195.46,19,19,0,0,18
ORD-00049,20220616,8,4,4,369,1934.14,713697.66,6,6,0,0,772
ORD-00633,20220616,9,3,5,101,1049.54,106003.54,8,8,0,0,701
ORD-01602,20220617,10,3,4,135,1018.46,137492.1,16,16,0,0,149
ORD-01326,20220617,6,2,2,423,572.62,242218.26,8,8,0,0,31
ORD-00607,20220617,7,2,3,86,845.37,72701.82,42,42,0,0,757
ORD-00508,20220617,5,2,3,447,1225.21,547668.87,42,42,0,0,11
ORD-00995,20220617,9,5,5,295,1384.44,408409.8,6,6,0,0,275
ORD-01468,20220619,1,1,5,258,554.08,142952.64,16,16,0,0,704
ORD-01566,20220619,4,4,4,150,218.57,32785.5,26,26,0,0,251
ORD-00608,20220619,3,1,4,238,1339.82,318877.16,15,15,0,0,35
ORD-01612,20220619,9,3,4,218,1679.35,366098.3,9,9,0,0,809
ORD-01451,20220620,4,3,2,264,732.21,193303.44,5,5,0,0,379
ORD-00151,20220620,8,4,4,428,1270.67,543846.76,34,44,10,1,286
ORD-00342,20220621,10,1,3,95,143.29,13612.55,19,29,10,1,418
ORD-00993,20220621,1,1,4,170,1474.31,250632.7,19,22,3,1,818
ORD-01388,20220621,8,2,1,48,1034.51,49656.48,43,43,0,0,116
ORD-00968,20220622,8,4,5,210,1958.38,411259.8,37,37,0,0,431
ORD-00664,20220622,5,3,1,429,1375.47,590076.63,3,3,0,0,139
ORD-00640,20220622,2,1,4,202,1163.87,235101.74,5,5,0,0,407
ORD-00605,20220623,4,2,4,111,313.72,34822.92,19,19,0,0,264
ORD-01208,20220624,10,1,2,413,1694.58,699861.54,15,23,8,1,971
ORD-00381,20220625,2,2,2,424,129.86,55060.64,3,3,0,0,689
ORD-01578,20220625,3,1,3,252,1091.78,275128.56,29,29,0,0,930
ORD-00729,20220626,9,4,4,328,577.52,189426.56,37,37,0,0,545
ORD-01170,20220626,8,3,2,224,787.63,176429.12,15,15,0,0,297
ORD-00561,20220626,3,4,4,461,859.67,396307.87,33,33,0,0,582
ORD-01225,20220627,1,4,2,454,1456.45,661228.3,6,9,3,1,120
ORD-00702,20220627,5,3,1,396,204.01,80787.96,34,34,0,0,425
ORD-01056,20220628,1,2,5,79,1540.3,121683.7,36,36,0,0,282
ORD-01162,20220628,5,1,2,141,1994.41,281211.81,22,27,5,1,116
ORD-00484,20220629,9,5,3,117,716.06,83779.02,24,24,0,0,643
ORD-01166,20220629,10,1,5,290,1781.06,516507.4,28,28,0,0,561
ORD-00355,20220630,7,1,1,164,1689.23,277033.72,25,25,0,0,920
ORD-00632,20220701,3,4,4,70,232.95,16306.5,39,39,0,0,68
ORD-01137,20220701,10,5,2,108,1421.03,153471.24,34,35,1,1,443
ORD-01250,20220701,4,2,1,287,1744.79,500754.73,41,41,0,0,77
ORD-01163,20220701,4,2,5,365,1556.2,568013.0,33,38,5,1,240
ORD-01452,20220702,4,1,4,101,1273.64,128637.64,7,7,0,0,834
ORD-00818,20220702,6,5,3,498,1649.54,821470.92,34,34,0,0,131
ORD-00231,20220703,1,2,4,20,155.71,3114.2,30,30,0,0,188
ORD-00805,20220703,3,5,4,296,1558.91,461437.36,43,43,0,0,391
ORD-01998,20220703,10,2,1,385,573.77,220901.45,14,14,0,0,826
ORD-01995,20220704,7,5,4,216,512.11,110615.76,7,7,0,0,13
ORD-00589,20220705,9,2,4,43,968.61,41650.23,38,38,0,0,526
ORD-01898,20220705,3,4,4,280,172.79,48381.2,30,33,3,1,933
ORD-00243,20220706,7,1,1,65,382.01,24830.65,36,47,11,1,329
ORD-01507,20220706,10,3,5,319,800.85,255471.15,23,23,0,0,640
ORD-01350,20220706,5,3,3,148,52.64,7790.72,19,19,0,0,648
ORD-00093,20220707,3,4,4,348,732.12,254777.76,29,29,0,0,515
ORD-01448,20220707,2,1,5,341,1831.35,624490.35,42,42,0,0,924
ORD-00454,20220708,1,2,2,437,1404.91,613945.67,41,41,0,0,86
ORD-00039,20220709,3,2,2,373,1131.91,422202.43,18,20,2,1,640
ORD-00652,20220709,7,4,5,458,1574.29,721024.82,9,9,0,0,411
ORD-00174,20220709,5,3,2,172,339.54,58400.88,9,9,0,0,528
ORD-00405,20220709,6,4,5,239,1625.48,388489.72,35,35,0,0,325
ORD-00546,20220709,4,3,3,136,336.44,45755.84,31,31,0,0,772
ORD-00360,20220710,10,1,3,390,1224.9,477711.0,13,13,0,0,954
ORD-00654,20220710,10,3,5,204,983.36,200605.44,39,39,0,0,369
ORD-01614,20220710,6,2,2,452,1657.15,749031.8,36,36,0,0,29
ORD-00338,20220711,4,1,1,118,1658.02,195646.36,22,22,0,0,706
ORD-00025,20220711,7,5,3,62,189.88,11772.56,16,16,0,0,72
ORD-01667,20220711,6,3,2,233,1950.62,454494.46,42,42,0,0,934
ORD-00891,20220711,8,4,3,470,860.21,404298.7,43,56,13,1,927
ORD-00539,20220711,4,4,3,286,1373.86,392923.96,26,36,10,1,263
ORD-01209,20220713,2,4,4,286,447.36,127944.96,8,8,0,0,457
ORD-00611,20220713,10,4,4,212,615.27,130437.24,23,23,0,0,258
ORD-01806,20220713,5,5,2,362,747.68,270660.16,9,9,0,0,542
ORD-00963,20220713,9,5,2,155,1801.34,279207.7,41,45,4,1,154
ORD-00312,20220714,9,3,1,279,1280.16,357164.64,7,21,14,1,519
ORD-01564,20220714,1,1,2,60,1259.56,75573.6,24,33,9,1,210
ORD-00826,20220714,9,2,3,424,1132.56,480205.44,35,35,0,0,756
ORD-00825,20220714,5,5,4,308,600.87,185067.96,13,13,0,0,739
ORD-00526,20220715,7,2,1,180,1511.56,272080.8,26,26,0,0,188
ORD-01074,20220715,2,3,1,37,1437.78,53197.86,39,39,0,0,703
ORD-01663,20220715,3,3,3,330,1619.78,534527.4,8,8,0,0,419
ORD-00423,20220715,10,3,5,341,1949.89,664912.49,12,12,0,0,772
ORD-00237,20220717,9,4,5,227,1635.64,371290.28,13,13,0,0,855
ORD-01052,20220717,4,1,3,314,1051.72,330240.08,22,23,1,1,868
ORD-01979,20220717,4,1,5,408,549.37,224142.96,21,33,12,1,952
ORD-01743,20220718,2,3,2,333,1139.52,379460.16,30,32,2,1,313
ORD-01411,20220719,3,3,1,93,1948.87,181244.91,3,15,12,1,137
ORD-00708,20220720,6,5,4,95,1999.5,189952.5,4,4,0,0,404
ORD-01369,20220720,4,4,2,356,1305.85,464882.6,14,14,0,0,846
ORD-01297,20220720,4,4,5,440,1615.0,710600.0,8,8,0,0,846
ORD-00119,20220720,1,1,5,235,256.12,60188.2,6,11,5,1,497
ORD-00241,20220720,7,4,2,369,1724.55,636358.95,22,22,0,0,360
ORD-01145,20220721,3,1,4,17,175.84,2989.28,41,41,0,0,989
ORD-00079,20220721,10,4,1,36,240.82,8669.52,9,9,0,0,932
ORD-00230,20220722,3,3,4,226,235.43,53207.18,23,23,0,0,505
ORD-00668,20220722,4,2,1,154,972.01,149689.54,11,22,11,1,663
ORD-00471,20220723,1,3,3,427,844.4,360558.8,40,40,0,0,246
ORD-01959,20220723,4,1,5,283,781.99,221303.17,44,44,0,0,466
ORD-00813,20220724,10,3,5,210,823.62,172960.2,42,51,9,1,712
ORD-00065,20220725,1,1,3,50,1353.58,67679.0,38,39,1,1,242
ORD-01984,20220725,4,2,1,208,158.56,32980.48,43,49,6,1,915
ORD-01752,20220725,1,2,1,118,539.06,63609.08,19,19,0,0,51
ORD-00138,20220726,5,3,3,298,97.2,28965.6,10,10,0,0,626
ORD-00781,20220726,7,2,1,60,1241.27,74476.2,3,3,0,0,9
ORD-01873,20220726,8,5,2,339,1766.48,598836.72,41,41,0,0,161
ORD-00280,20220727,2,3,5,242,580.87,140570.54,25,25,0,0,235
ORD-01836,20220727,5,2,2,489,1268.8,620443.2,7,7,0,0,656
ORD-01730,20220727,2,4,4,165,561.7,92680.5,17,17,0,0,222
ORD-01290,20220728,2,2,4,498,1340.3,667469.4,29,29,0,0,236
ORD-01156,20220729,4,1,4,29,1709.02,49561.58,38,38,0,0,942
ORD-01675,20220729,8,1,2,169,1456.9,246216.1,32,32,0,0,675
ORD-01113,20220729,9,1,3,275,70.17,19296.75,20,22,2,1,527
ORD-00905,20220731,4,2,5,172,1427.77,245576.44,41,41,0,0,895
ORD-00667,20220801,2,3,5,318,921.2,292941.6,11,15,4,1,12
ORD-01783,20220802,2,2,4,274,1142.69,313097.06,16,16,0,0,988
ORD-00853,20220802,8,4,1,163,803.0,130889.0,11,11,0,0,948
ORD-00011,20220803,7,3,2,184,685.27,126089.68,42,42,0,0,45
ORD-00595,20220803,7,4,5,25,1692.79,42319.75,29,29,0,0,710
ORD-01191,20220803,8,4,4,315,1507.27,474790.05,11,15,4,1,789
ORD-00876,20220804,10,4,1,413,260.31,107508.03,16,16,0,0,601
ORD-01990,20220804,9,2,1,495,858.24,424828.8,39,39,0,0,328
ORD-01549,20220804,8,2,1,478,357.77,171014.06,32,32,0,0,860
ORD-01599,20220804,4,2,4,20,1322.6,26452.0,11,13,2,1,668
ORD-01082,20220804,2,2,2,113,885.9,100106.7,29,29,0,0,58
ORD-01403,20220804,4,4,4,479,1024.12,490553.48,15,15,0,0,820
ORD-00552,20220805,1,2,5,234,935.04,218799.36,28,28,0,0,675
ORD-01378,20220805,2,3,5,13,556.24,7231.12,9,9,0,0,155
ORD-00732,20220805,10,4,5,492,1519.87,747776.04,15,15,0,0,498
ORD-01993,20220805,5,2,2,176,1051.32,185032.32,4,4,0,0,656
ORD-00092,20220805,6,1,1,403,1667.91,672167.73,20,20,0,0,993
ORD-00625,20220805,9,4,4,284,1748.97,496707.48,28,28,0,0,450
ORD-00472,20220806,8,1,2,122,395.95,48305.9,28,28,0,0,253
ORD-01110,20220806,1,3,5,363,1999.43,725793.09,19,33,14,1,359
ORD-01532,20220806,3,4,1,120,673.07,80768.4,26,26,0,0,638
ORD-00134,20220806,9,3,3,489,1180.54,577284.06,28,28,0,0,128
ORD-00215,20220808,1,3,3,322,1136.99,366110.78,5,6,1,1,947
ORD-00343,20220808,8,3,3,391,1707.84,667765.44,44,44,0,0,121
ORD-00642,20220808,10,2,1,271,586.71,158998.41,40,40,0,0,118
ORD-00466,20220808,3,5,1,482,331.93,159990.26,29,31,2,1,888
ORD-01660,20220810,1,5,3,382,884.84,338008.88,3,3,0,0,160
ORD-01213,20220810,9,4,1,339,1088.74,369082.86,9,14,5,1,149
ORD-01645,20220811,2,2,4,408,1217.2,496617.6,25,25,0,0,216
ORD-00485,20220811,5,3,2,228,1755.48,400249.44,19,19,0,0,371
ORD-01997,20220811,6,1,4,74,418.3,30954.2,33,33,0,0,70
ORD-01820,20220811,5,5,4,116,1722.44,199803.04,33,33,0,0,254
ORD-00591,20220811,8,2,5,205,511.31,104818.55,42,42,0,0,289
ORD-00951,20220811,1,3,3,82,55.54,4554.28,9,9,0,0,626
ORD-01437,20220811,7,4,1,473,1314.63,621819.99,26,26,0,0,672
ORD-00727,20220812,3,3,3,248,851.08,211067.84,27,36,9,1,479
ORD-01656,20220812,2,1,1,32,1750.14,56004.48,11,17,6,1,991
ORD-01637,20220812,3,2,2,440,168.78,74263.2,18,22,4,1,148
ORD-01588,20220812,6,4,4,149,1606.63,239387.87,25,25,0,0,241
ORD-00189,20220813,10,5,3,282,118.59,33442.38,6,6,0,0,79
ORD-00217,20220813,4,4,4,311,1677.14,521590.54,18,18,0,0,975
ORD-01047,20220813,3,4,3,171,1914.46,327372.66,18,18,0,0,148
ORD-01801,20220813,4,1,2,385,650.06,250273.1,10,10,0,0,531
ORD-00975,20220813,8,4,5,473,378.11,178846.03,31,31,0,0,683
ORD-00175,20220813,9,1,3,58,1130.89,65591.62,9,18,9,1,203
ORD-01517,20220814,1,3,3,120,101.28,12153.6,40,40,0,0,368
ORD-01275,20220814,5,2,2,491,1000.78,491382.98,31,31,0,0,630
ORD-01573,20220814,2,1,3,119,1937.64,230579.16,34,35,1,1,945
ORD-00329,20220814,5,2,1,380,1279.37,486160.6,40,43,3,1,308
ORD-01531,20220814,3,1,4,492,1633.36,803613.12,6,6,0,0,177
ORD-00294,20220815,8,4,2,123,1509.39,185654.97,5,5,0,0,30
ORD-00671,20220815,4,2,5,11,900.68,9907.48,43,43,0,0,863
ORD-01683,20220815,4,1,2,246,259.24,63773.04,40,40,0,0,247
ORD-01351,20220815,6,4,5,285,1019.32,290506.2,28,28,0,0,155
ORD-01081,20220816,7,3,1,316,395.39,124943.24,36,36,0,0,950
ORD-00914,20220816,5,1,1,421,1878.6,790890.6,17,17,0,0,132
ORD-01386,20220817,3,5,5,115,1133.62,130366.3,4,4,0,0,14
ORD-00949,20220817,7,1,4,58,1155.67,67028.86,43,43,0,0,580
ORD-00669,20220817,7,4,4,95,1304.97,123972.15,11,19,8,1,427
ORD-00782,20220817,3,2,3,225,787.5,177187.5,19,19,0,0,493
ORD-01020,20220817,4,1,4,496,172.31,85465.76,14,14,0,0,716
ORD-01234,20220817,4,5,3,284,667.18,189479.12,3,3,0,0,142
ORD-01931,20220817,10,3,1,178,423.41,75366.98,44,46,2,1,392
ORD-00603,20220818,9,3,3,28,1681.28,47075.84,24,24,0,0,685
ORD-00323,20220818,3,3,3,319,1428.1,455563.9,39,46,7,1,751
ORD-00149,20220819,3,2,5,385,1394.8,536998.0,4,12,8,1,302
ORD-00898,20220819,5,1,1,203,1573.45,319410.35,25,25,0,0,954
ORD-00173,20220819,10,1,3,244,1323.62,322963.28,28,28,0,0,311
ORD-01065,20220819,1,4,2,173,1863.22,322337.06,15,15,0,0,52
ORD-00115,20220819,5,4,3,267,1476.78,394300.26,34,34,0,0,398
ORD-01924,20220819,8,1,5,491,1262.56,619916.96,38,38,0,0,847
ORD-00677,20220821,5,4,3,158,256.31,40496.98,34,34,0,0,355
ORD-01655,20220821,7,3,4,485,1086.4,526904.0,28,28,0,0,881
ORD-00842,20220821,1,2,4,408,499.17,203661.36,25,25,0,0,580
ORD-00565,20220821,2,5,3,150,756.89,113533.5,6,6,0,0,124
ORD-01642,20220821,8,1,2,161,390.57,62881.77,36,36,0,0,425
ORD-00910,20220821,9,4,1,195,1165.51,227274.45,34,34,0,0,482
ORD-00197,20220821,2,2,4,18,1533.18,27597.24,30,30,0,0,843
ORD-00277,20220821,6,4,4,99,584.38,57853.62,32,32,0,0,465
ORD-00190,20220822,2,3,3,170,1828.05,310768.5,26,26,0,0,305
ORD-01299,20220823,3,2,5,279,275.26,76797.54,33,33,0,0,993
ORD-00596,20220823,8,4,4,432,495.52,214064.64,16,16,0,0,669
ORD-00776,20220824,8,3,4,162,466.46,75566.52,34,47,13,1,576
ORD-01755,20220824,6,2,5,309,1140.41,352386.69,19,19,0,0,642
ORD-01008,20220824,8,3,1,470,303.55,142668.5,12,12,0,0,563
ORD-00452,20220825,7,1,2,132,115.41,15234.12,11,11,0,0,521
ORD-01294,20220825,7,1,4,364,1209.92,440410.88,33,33,0,0,832
ORD-01903,20220825,5,4,5,65,1645.71,106971.15,5,5,0,0,848
ORD-00728,20220827,1,1,1,124,85.82,10641.68,12,12,0,0,304
ORD-01484,20220827,7,4,1,42,1955.98,82151.16,16,16,0,0,519
ORD-01233,20220827,1,4,2,154,868.05,133679.7,23,23,0,0,995
ORD-00854,20220827,7,2,1,336,1911.07,642119.52,28,28,0,0,395
ORD-00144,20220829,1,4,4,273,1141.99,311763.27,40,40,0,0,774
ORD-00055,20220830,5,5,1,464,190.36,88327.04,23,30,7,1,159
ORD-01989,20220830,10,2,5,174,296.64,51615.36,3,3,0,0,875
ORD-01665,20220830,5,3,4,393,1669.84,656247.12,28,28,0,0,94
ORD-01799,20220830,7,5,3,172,1983.81,341215.32,41,55,14,1,663
ORD-00720,20220830,8,3,2,86,506.31,43542.66,11,20,9,1,987
ORD-01526,20220831,1,5,5,92,711.37,65446.04,43,43,0,0,623
ORD-00157,20220831,8,5,5,93,1016.6,94543.8,44,44,0,0,458
ORD-00946,20220831,4,5,4,31,1527.58,47354.98,4,4,0,0,506
ORD-01850,20220831,3,5,1,60,1554.56,93273.6,16,16,0,0,604
ORD-01151,20220901,5,4,2,207,668.15,138307.05,43,43,0,0,234
ORD-01364,20220901,2,3,4,56,1810.61,101394.16,13,17,4,1,115
ORD-00043,20220901,7,3,1,259,175.29,45400.11,39,43,4,1,121
ORD-01480,20220902,1,1,1,348,878.12,305585.76,43,43,0,0,683
ORD-01899,20220903,8,5,2,17,1676.56,28501.52,27,27,0,0,850
ORD-00380,20220903,5,2,4,99,1174.92,116317.08,21,21,0,0,697
ORD-00228,20220904,7,2,2,186,1111.16,206675.76,27,36,9,1,140
ORD-00458,20220904,1,1,2,387,985.06,381218.22,43,55,12,1,145
ORD-00850,20220906,2,3,5,93,532.75,49545.75,18,18,0,0,411
ORD-00795,20220906,2,5,5,213,1501.05,319723.65,4,4,0,0,914
ORD-01890,20220907,6,2,3,198,1880.58,372354.84,4,8,4,1,844
ORD-01426,20220907,7,2,1,218,1024.43,223325.74,22,22,0,0,371
ORD-00769,20220907,2,2,4,143,1459.74,208742.82,24,27,3,1,848
ORD-01969,20220908,1,4,3,40,1590.28,63611.2,24,30,6,1,725
